"","Recording_ID","Genus","Specific_epithet","Subspecies","English_name","Recordist","Country","Locality","Latitude","Longitude","Vocalization_type","Audio_file","License","Url","Quality","Time","Date"
"1246","368346","Parus","major","major","Great Tit","Niels Krabbe","Sweden","Hallands Väderö ","56.4334","12.5667","song","//www.xeno-canto.org/368346/download","//creativecommons.org/licenses/by-nc-sa/4.0/","https://www.xeno-canto.org/368346","B","16:30","2017-05-03"
"1247","368058","Parus","major","","Great Tit","Frank Holzapfel","Germany","Naturpark Stromberg-Heuchelberg, Baden-Württemberg","49.0177","9.0211","call, male, mimicry, sweeoo call","//www.xeno-canto.org/368058/download","//creativecommons.org/licenses/by-nc-nd/4.0/","https://www.xeno-canto.org/368058","B","17:21","2017-05-04"
"1248","367988","Parus","major","","Great Tit","Esperanza Poveda","Spain","río guadalmellato, córdoba, andalucía","38.0306","-4.6698","male, song","//www.xeno-canto.org/367988/download","//creativecommons.org/licenses/by-nc-sa/4.0/","https://www.xeno-canto.org/367988","B","?","2017-04-06"
"1249","367987","Parus","major","","Great Tit","Esperanza Poveda","Spain","río guadalmellato, córdoba, andalucía","38.0306","-4.6698","male, song","//www.xeno-canto.org/367987/download","//creativecommons.org/licenses/by-nc-sa/4.0/","https://www.xeno-canto.org/367987","B","?","2017-04-06"
"1250","367766","Parus","major","","Great Tit","Giuseppe Speranza","Italy","Brenzone (near  Brenzone sul Garda), Provincia di Verona, Veneto","45.7224","10.7912","song","//www.xeno-canto.org/367766/download","//creativecommons.org/licenses/by-nc-sa/4.0/","https://www.xeno-canto.org/367766","B","12:30","2017-04-30"
"1251","367609","Parus","major","","Great Tit","Joost van Bruggen","Netherlands","Arnhem, Arnhem, Gelderland","51.94","5.9038","song","//www.xeno-canto.org/367609/download","//creativecommons.org/licenses/by-nc-sa/4.0/","https://www.xeno-canto.org/367609","B","06:50","2017-04-06"
"1252","367608","Parus","major","","Great Tit","Joost van Bruggen","Netherlands","Arnhem, Arnhem, Gelderland","51.9713","5.8721","abberant call, song","//www.xeno-canto.org/367608/download","//creativecommons.org/licenses/by-nc-sa/4.0/","https://www.xeno-canto.org/367608","B","05:57","2017-04-18"
"1253","367539","Parus","major","","Great Tit","Stein Ø. Nilsen","Norway","Straumsbukta SNI","69.5778","18.6401","song, two-syllable song","//www.xeno-canto.org/367539/download","//creativecommons.org/licenses/by-nc-sa/4.0/","https://www.xeno-canto.org/367539","B","09:00","2017-04-14"
"1254","367537","Parus","major","","Great Tit","Stein Ø. Nilsen","Norway","Straumsbukta SNI","69.5778","18.6401","quick two-syllable song, song","//www.xeno-canto.org/367537/download","//creativecommons.org/licenses/by-nc-sa/4.0/","https://www.xeno-canto.org/367537","B","09:00","2017-04-14"
"1255","367422","Parus","major","","Great Tit","Dimitri","Italy","Sant'Egidio alla Vibrata, TE","42.827","13.7118","alarm call, male, mimicking house sparrow","//www.xeno-canto.org/367422/download","//creativecommons.org/licenses/by-nc-sa/4.0/","https://www.xeno-canto.org/367422","B","08:30","2017-05-02"
"1256","367293","Parus","major","","Great Tit","Louis A. Hansen","Denmark","Gedser, Kroghage","54.577","11.9226","call, juvenile","//www.xeno-canto.org/367293/download","//creativecommons.org/licenses/by-nc-sa/4.0/","https://www.xeno-canto.org/367293","B","06:16","2010-06-05"
"1257","366243","Parus","major","","Great Tit","Yoann Blanchon","France","Aubagne, Bouches-du-Rhône, Provence-Alpes-Côte d'Azur","43.2969","5.5757","song","//www.xeno-canto.org/366243/download","//creativecommons.org/licenses/by-nc-sa/4.0/","https://www.xeno-canto.org/366243","B","08:00","2017-04-25"
"1258","365623","Parus","major","","Great Tit","Louis A. Hansen","Denmark","Gedser, Danmarksgade","54.5789","11.9284","song","//www.xeno-canto.org/365623/download","//creativecommons.org/licenses/by-nc-sa/4.0/","https://www.xeno-canto.org/365623","B","05:15","2010-05-09"
"1259","365620","Parus","major","","Great Tit","Louis A. Hansen","Denmark","Gedser, Danmarksgade","54.5789","11.9284","song","//www.xeno-canto.org/365620/download","//creativecommons.org/licenses/by-nc-sa/4.0/","https://www.xeno-canto.org/365620","B","16:37","2010-05-08"
"1260","364849","Parus","major","","Great Tit","Louis A. Hansen","Denmark","Gedser, Danmarksgade","54.5789","11.9284","song","//www.xeno-canto.org/364849/download","//creativecommons.org/licenses/by-nc-sa/4.0/","https://www.xeno-canto.org/364849","B","13:13","2009-02-28"
"1261","364846","Parus","major","","Great Tit","Louis A. Hansen","Denmark","Gedser, Danmarksgade","54.5789","11.9284","song","//www.xeno-canto.org/364846/download","//creativecommons.org/licenses/by-nc-sa/4.0/","https://www.xeno-canto.org/364846","B","17:40","2009-02-17"
"1262","364841","Parus","major","","Great Tit","Louis A. Hansen","Denmark","Gedser, Danmarksgade","54.5789","11.9284","call","//www.xeno-canto.org/364841/download","//creativecommons.org/licenses/by-nc-sa/4.0/","https://www.xeno-canto.org/364841","B","09:39","0209-02-15"
"1263","364834","Parus","major","","Great Tit","Louis A. Hansen","Denmark","Gedser, Danmarksgade","54.5789","11.9284","song","//www.xeno-canto.org/364834/download","//creativecommons.org/licenses/by-nc-sa/4.0/","https://www.xeno-canto.org/364834","B","10:46","2009-02-08"
"1264","364833","Parus","major","","Great Tit","Louis A. Hansen","Denmark","Gedser, Danmarksgade","54.5789","11.9284","song","//www.xeno-canto.org/364833/download","//creativecommons.org/licenses/by-nc-sa/4.0/","https://www.xeno-canto.org/364833","B","11:37","2009-02-07"
"1265","364832","Parus","major","","Great Tit","Louis A. Hansen","Denmark","Gedser, Danmarksgade","54.5789","11.9284","song","//www.xeno-canto.org/364832/download","//creativecommons.org/licenses/by-nc-sa/4.0/","https://www.xeno-canto.org/364832","B","12:17","2009-01-25"
"1266","364831","Parus","major","","Great Tit","Louis A. Hansen","Denmark","Gedser, Danmarksgade","54.5789","11.9284","song","//www.xeno-canto.org/364831/download","//creativecommons.org/licenses/by-nc-sa/4.0/","https://www.xeno-canto.org/364831","B","12:17","2009-01-20"
"1267","364827","Parus","major","","Great Tit","Louis A. Hansen","Denmark","Gedser, Danmarksgade","54.5789","11.9284","song","//www.xeno-canto.org/364827/download","//creativecommons.org/licenses/by-nc-sa/4.0/","https://www.xeno-canto.org/364827","B","12:22","2009-01-20"
"1268","364826","Parus","major","","Great Tit","Louis A. Hansen","Denmark","Gedser, Danmarksgade","54.5789","11.9284","song","//www.xeno-canto.org/364826/download","//creativecommons.org/licenses/by-nc-sa/4.0/","https://www.xeno-canto.org/364826","B","09:55","2008-05-31"
"1269","364611","Parus","major","","Great Tit","Matthias Hemprich","Germany","Fenken Ravensburg, Baden-Wurttemberg","47.7752","9.6467","alarm call","//www.xeno-canto.org/364611/download","//creativecommons.org/licenses/by-nc-sa/4.0/","https://www.xeno-canto.org/364611","B","07:30","2017-03-08"
"1270","364608","Parus","major","","Great Tit","Francesco Sottile","Italy","Scala Coeli, Provincia di Cosenza, Calabria","39.4283","16.9075","call","//www.xeno-canto.org/364608/download","//creativecommons.org/licenses/by-nc-sa/4.0/","https://www.xeno-canto.org/364608","B","10:50","2017-04-15"
"1271","364115","Parus","major","merula","Great Tit","Jack Mayer Wood","United Kingdom","Lewes, East Sussex, England","50.8739","0.0088","call","//www.xeno-canto.org/364115/download","//creativecommons.org/licenses/by-nc-sa/4.0/","https://www.xeno-canto.org/364115","B","06:00","2017-04-12"
"1272","363987","Parus","major","","Great Tit","Piotr Szczypinski","Poland","Gmina Iłowo-Osada (near  Iłowo-Osada), Działdowo County, Warmian-Masurian Voivodeship","53.148","20.273","song","//www.xeno-canto.org/363987/download","//creativecommons.org/licenses/by-nc-nd/4.0/","https://www.xeno-canto.org/363987","B","09:00","2017-04-08"
"1273","363986","Parus","major","","Great Tit","Piotr Szczypinski","Poland","Gmina Iłowo-Osada (near  Iłowo-Osada), Działdowo County, Warmian-Masurian Voivodeship","53.148","20.273","call, song","//www.xeno-canto.org/363986/download","//creativecommons.org/licenses/by-nc-nd/4.0/","https://www.xeno-canto.org/363986","B","09:00","2017-04-08"
"1274","363971","Parus","major","","Great Tit","Piotr Szczypinski","Poland","Gmina Lipowiec Kościelny (near  Lipowiec Kościelny), mławski, mazowieckie","53.0841","20.2485","call, male, mimicry","//www.xeno-canto.org/363971/download","//creativecommons.org/licenses/by-nc-nd/4.0/","https://www.xeno-canto.org/363971","B","09:00","2017-04-09"
"1275","363919","Parus","major","","Great Tit","José Carlos Sires","Spain","arroyo algarbe, hinojos, huelva, andalucía","37.3006","-6.3783","male, song","//www.xeno-canto.org/363919/download","//creativecommons.org/licenses/by-nc-sa/4.0/","https://www.xeno-canto.org/363919","B","?","2017-03-07"
"1276","363899","Parus","major","","Great Tit","David Bissett","United Kingdom","Basildon District (near  Billericay), Essex, England","51.6429","0.4115","call","//www.xeno-canto.org/363899/download","//creativecommons.org/licenses/by-nc-sa/4.0/","https://www.xeno-canto.org/363899","B","07:30","2017-04-11"
"1277","363877","Parus","major","","Great Tit","johannes buhl","Germany","augsburg-siebentischwald-ehem. behringer hof","48.3289","10.9351","alarm call","//www.xeno-canto.org/363877/download","//creativecommons.org/licenses/by-nc-sa/4.0/","https://www.xeno-canto.org/363877","B","10:00","2017-03-29"
"1278","363724","Parus","major","","Great Tit","Piotr Szczypinski","Poland","Gmina Iłowo-Osada (near  Iłowo-Osada), Działdowo County, Warmian-Masurian Voivodeship","53.149","20.2591","call, mimicry","//www.xeno-canto.org/363724/download","//creativecommons.org/licenses/by-nc-nd/4.0/","https://www.xeno-canto.org/363724","B","07:30","2017-04-08"
"1279","363630","Parus","major","","Great Tit","Rüdiger v. d. B.","Germany","Hesse (near  Ulrichstein), Gießen, Hessen","50.576","9.1929","song","//www.xeno-canto.org/363630/download","//creativecommons.org/licenses/by-nc-sa/4.0/","https://www.xeno-canto.org/363630","B","17:30","2017-03-18"
"1280","363337","Parus","major","","Great Tit","Gerard OLIVIER","France","Til-Châtel, Côte-d'Or, Burgundy","47.52","5.1814","male, song","//www.xeno-canto.org/363337/download","//creativecommons.org/licenses/by-nc-sa/4.0/","https://www.xeno-canto.org/363337","B","08:30","2017-04-06"
"1281","363004","Parus","major","","Great Tit","Piotr Szczypinski","Poland","Gmina Chorzele, przasnyski, mazowieckie","53.2404","20.6945","call, drumming","//www.xeno-canto.org/363004/download","//creativecommons.org/licenses/by-nc-nd/4.0/","https://www.xeno-canto.org/363004","B","09:00","2017-04-03"
"1282","362834","Parus","major","","Great Tit","GABRIEL LEITE","United Kingdom","Norwich, Norfolk, England","52.6422","1.2777","call","//www.xeno-canto.org/362834/download","//creativecommons.org/licenses/by-nc-sa/4.0/","https://www.xeno-canto.org/362834","B","07:30","2017-04-04"
"1283","362669","Parus","major","","Great Tit","Piotr Szczypinski","Poland","Gmina Dzierzgowo (near  Choszczewka), mławski, mazowieckie","53.1192","20.633","call, mimicry","//www.xeno-canto.org/362669/download","//creativecommons.org/licenses/by-nc-nd/4.0/","https://www.xeno-canto.org/362669","B","06:30","2017-04-02"
"1284","362641","Parus","major","newtoni","Great Tit","Guy Kirwan","United Kingdom","Norwich, Norfolk, England","52.6363","1.2763","call","//www.xeno-canto.org/362641/download","//creativecommons.org/licenses/by-nc-sa/4.0/","https://www.xeno-canto.org/362641","B","08:30","2017-04-01"
"1285","362621","Parus","major","","Great Tit","Frank Holzapfel","Germany","Naturpark Stromberg-Heuchelberg, Baden-Württemberg","49.0145","8.8922","call","//www.xeno-canto.org/362621/download","//creativecommons.org/licenses/by-nc-nd/4.0/","https://www.xeno-canto.org/362621","B","14:36","2017-04-01"
"1286","362601","Parus","major","","Great Tit","Marco Preziosi","Italy","San Marco dei Cavoti, Provincia di Benevento, Campania","41.3253","14.8745","song","//www.xeno-canto.org/362601/download","//creativecommons.org/licenses/by-nc-sa/4.0/","https://www.xeno-canto.org/362601","B","09:00","2017-04-02"
"1287","362593","Parus","major","","Great Tit","Niels Van Doninck","Belgium","Geel, Antwerpen, Vlaanderen","51.2055","5.0245","call","//www.xeno-canto.org/362593/download","//creativecommons.org/licenses/by-nc-nd/4.0/","https://www.xeno-canto.org/362593","B","08:00","2017-03-31"
"1288","362467","Parus","major","","Great Tit","Dimitri","Italy","Sant'Egidio alla Vibrata, TE","42.827","13.7118","song","//www.xeno-canto.org/362467/download","//creativecommons.org/licenses/by-nc-sa/4.0/","https://www.xeno-canto.org/362467","B","06:00","2017-04-01"
"1289","362466","Parus","major","","Great Tit","Dimitri","Italy","Sant'Egidio alla Vibrata, TE","42.827","13.7118","song","//www.xeno-canto.org/362466/download","//creativecommons.org/licenses/by-nc-sa/4.0/","https://www.xeno-canto.org/362466","B","06:00","2017-04-01"
"1290","362465","Parus","major","","Great Tit","Dimitri","Italy","Sant'Egidio alla Vibrata, TE","42.827","13.7118","song","//www.xeno-canto.org/362465/download","//creativecommons.org/licenses/by-nc-sa/4.0/","https://www.xeno-canto.org/362465","B","06:00","2017-04-01"
"1291","362463","Parus","major","","Great Tit","Dimitri","Italy","Sant'Egidio alla Vibrata, TE","42.827","13.7118","song","//www.xeno-canto.org/362463/download","//creativecommons.org/licenses/by-nc-sa/4.0/","https://www.xeno-canto.org/362463","B","06:00","2017-04-01"
"1292","362462","Parus","major","","Great Tit","Dimitri","Italy","Sant'Egidio alla Vibrata, TE","42.827","13.7118","song","//www.xeno-canto.org/362462/download","//creativecommons.org/licenses/by-nc-sa/4.0/","https://www.xeno-canto.org/362462","B","06:00","2017-04-01"
"1293","362369","Parus","major","","Great Tit","Eetu Paljakka","Finland","Ruotila, Kouvola, Kymenlaakso","60.6995","27.0951","call, subsong","//www.xeno-canto.org/362369/download","//creativecommons.org/licenses/by-nc-sa/4.0/","https://www.xeno-canto.org/362369","B","14:20","2017-03-11"
"1294","362280","Parus","major","","Great Tit","Carlos Rossi","Spain","valle del río segura, sierra de segura, jaén, andalucía",NA,NA,"male, song","//www.xeno-canto.org/362280/download","//creativecommons.org/licenses/by-nc-sa/4.0/","https://www.xeno-canto.org/362280","B","?","2017-03-18"
"1295","362276","Parus","major","","Great Tit","Carlos Rossi","Spain","campos de hernán perea, sierra de segura, jaén, andalucía","38.0297","-2.6535","call","//www.xeno-canto.org/362276/download","//creativecommons.org/licenses/by-nc-sa/4.0/","https://www.xeno-canto.org/362276","B","?","2017-03-25"
"1296","362239","Parus","major","","Great Tit","Piotr Szczypinski","Poland","Gmina Lipowiec Kościelny, mławski, mazowieckie","53.1394","20.2901","call, male","//www.xeno-canto.org/362239/download","//creativecommons.org/licenses/by-nc-nd/4.0/","https://www.xeno-canto.org/362239","B","09:00","2017-03-29"
"1297","362003","Parus","major","","Great Tit","Stanislas Wroza","France","Montferrier-sur-Lez, Hérault, Occitanie","43.6497","3.8712","a monosyllabic call, call","//www.xeno-canto.org/362003/download","//creativecommons.org/licenses/by-nc-sa/4.0/","https://www.xeno-canto.org/362003","B","07:00","2017-03-29"
"1298","361592","Parus","major","","Great Tit","Piotr Szczypinski","Poland","Gmina Lipowiec Kościelny, Mława County, Masovian Voivodeship","53.1357","20.315","male, song","//www.xeno-canto.org/361592/download","//creativecommons.org/licenses/by-nc-nd/4.0/","https://www.xeno-canto.org/361592","B","10:00","2017-03-22"
"1299","361591","Parus","major","","Great Tit","Piotr Szczypinski","Poland","Gmina Lipowiec Kościelny, mławski, mazowieckie","53.1357","20.3171","call, male","//www.xeno-canto.org/361591/download","//creativecommons.org/licenses/by-nc-nd/4.0/","https://www.xeno-canto.org/361591","B","09:30","2017-03-24"
"1300","361589","Parus","major","","Great Tit","Piotr Szczypinski","Poland","Gmina Lipowiec Kościelny, mławski, mazowieckie","53.1357","20.3171","call, male","//www.xeno-canto.org/361589/download","//creativecommons.org/licenses/by-nc-nd/4.0/","https://www.xeno-canto.org/361589","B","08:00","2017-03-23"
"1301","361588","Parus","major","","Great Tit","Piotr Szczypinski","Poland","Gmina Lipowiec Kościelny, mławski, mazowieckie","53.1357","20.3171","call, male","//www.xeno-canto.org/361588/download","//creativecommons.org/licenses/by-nc-nd/4.0/","https://www.xeno-canto.org/361588","B","10:30","2017-03-22"
"1302","361585","Parus","major","","Great Tit","Piotr Szczypinski","Poland","Gmina Lipowiec Kościelny, Mława County, Masovian Voivodeship","53.1351","20.3167","call, female","//www.xeno-canto.org/361585/download","//creativecommons.org/licenses/by-nc-nd/4.0/","https://www.xeno-canto.org/361585","B","09:30","2017-03-24"
"1303","361569","Parus","major","","Great Tit","Frank Holzapfel","Germany","Naturpark Stromberg-Heuchelberg, Baden-Württemberg","48.9831","9.0161","alarm call, male","//www.xeno-canto.org/361569/download","//creativecommons.org/licenses/by-nc-nd/4.0/","https://www.xeno-canto.org/361569","B","18:38","2017-03-26"
"1304","361175","Parus","major","","Great Tit","johannes buhl","Germany","Siebentischwald, Augsburg, Bavarian Swabia, Bavaria  -rewe.tassi 1","48.3062","10.9337","alarm call","//www.xeno-canto.org/361175/download","//creativecommons.org/licenses/by-nc-sa/4.0/","https://www.xeno-canto.org/361175","B","13:00","2017-03-11"
"1305","361173","Parus","major","","Great Tit","johannes buhl","Germany","Siebentischwald, Augsburg, Bavarian Swabia, Bavaria  -rewe.tassi 1","48.3062","10.9337","call","//www.xeno-canto.org/361173/download","//creativecommons.org/licenses/by-nc-sa/4.0/","https://www.xeno-canto.org/361173","B","11:30","2017-03-11"
"1306","361151","Parus","major","","Great Tit","johannes buhl","Germany","Siebentischwald, Augsburg, Bavarian Swabia, Bavaria  -rewe.tassi 1","48.3062","10.9337","call","//www.xeno-canto.org/361151/download","//creativecommons.org/licenses/by-nc-sa/4.0/","https://www.xeno-canto.org/361151","B","11:00","2017-03-10"
"1307","360761","Parus","major","","Great Tit","Giuseppe Speranza","Italy","Brenzone (near  Brenzone sul Garda), Provincia di Verona, Veneto","45.7249","10.7864","male, song","//www.xeno-canto.org/360761/download","//creativecommons.org/licenses/by-nc-sa/4.0/","https://www.xeno-canto.org/360761","B","16:35","2017-03-18"
"1308","360687","Parus","major","","Great Tit","Stanislas Wroza","France","Auffargis, Yvelines, Île-de-France","48.6744","1.9187","call","//www.xeno-canto.org/360687/download","//creativecommons.org/licenses/by-nc-sa/4.0/","https://www.xeno-canto.org/360687","B","09:00","2017-03-19"
"1309","360529","Parus","major","","Great Tit","Piotr Szczypinski","Poland","Gmina Iłowo-Osada, mławski, mazowieckie","53.1415","20.2983","call","//www.xeno-canto.org/360529/download","//creativecommons.org/licenses/by-nc-nd/4.0/","https://www.xeno-canto.org/360529","B","09:30","2017-03-19"
"1310","360497","Parus","major","","Great Tit","José Carlos Sires","Spain","espartinas, sevilla, andalucía","37.3823","-6.1363","call","//www.xeno-canto.org/360497/download","//creativecommons.org/licenses/by-nc-sa/4.0/","https://www.xeno-canto.org/360497","B","?","2017-02-26"
"1311","360454","Parus","major","","Great Tit","Frank Holzapfel","Germany","Baden-Württemberg (near  Eberdingen), Stuttgart, Baden-Württemberg","48.8855","8.9859","alarm call, male","//www.xeno-canto.org/360454/download","//creativecommons.org/licenses/by-nc-nd/4.0/","https://www.xeno-canto.org/360454","B","08:45","2017-03-19"
"1312","360314","Parus","major","","Great Tit","Jordi Calvet","Spain","El Baix Llobregat (near  Esparreguera), Barcelona, Catalunya","41.5527","1.8753","call","//www.xeno-canto.org/360314/download","//creativecommons.org/licenses/by-nc-sa/4.0/","https://www.xeno-canto.org/360314","B","09:30","2017-03-19"
"1313","360142","Parus","major","","Great Tit","Piotr Szczypinski","Poland","Gmina Lipowiec Kościelny, mławski, mazowieckie","53.1374","20.3242","call, male","//www.xeno-canto.org/360142/download","//creativecommons.org/licenses/by-nc-nd/4.0/","https://www.xeno-canto.org/360142","B","07:30","2017-03-17"
"1314","360140","Parus","major","","Great Tit","Piotr Szczypinski","Poland","Gmina Lipowiec Kościelny, mławski, mazowieckie","53.1374","20.3242","alarm call, female, male","//www.xeno-canto.org/360140/download","//creativecommons.org/licenses/by-nc-nd/4.0/","https://www.xeno-canto.org/360140","B","07:00","2017-03-17"
"1315","359371","Parus","major","","Great Tit","Guido O. Keijl","Netherlands","Castricum, Castricum, Noord-Holland","52.5563","4.6585","call, juvenile","//www.xeno-canto.org/359371/download","//creativecommons.org/licenses/by-nc-sa/4.0/","https://www.xeno-canto.org/359371","B","11:00","2016-08-11"
"1316","359285","Parus","major","","Great Tit","Piotr Szczypinski","Poland","Mława, mławski, mazowieckie","53.147","20.3558","male, song","//www.xeno-canto.org/359285/download","//creativecommons.org/licenses/by-nc-nd/4.0/","https://www.xeno-canto.org/359285","B","14:00","2017-03-13"
"1317","359030","Parus","major","","Great Tit","Lars Lachmann","Germany","Karower Teiche, Berlin","52.6372","13.4587","male, song","//www.xeno-canto.org/359030/download","//creativecommons.org/licenses/by-nc-sa/4.0/","https://www.xeno-canto.org/359030","B","10:00","2017-03-12"
"1318","358816","Parus","major","","Great Tit","Piotr Szczypinski","Poland","Gmina Lipowiec Kościelny, mławski, mazowieckie","53.1374","20.3258","alarm call, male","//www.xeno-canto.org/358816/download","//creativecommons.org/licenses/by-nc-nd/4.0/","https://www.xeno-canto.org/358816","B","08:00","2017-03-10"
"1319","358806","Parus","major","","Great Tit","Piotr Szczypinski","Poland","Gmina Lipowiec Kościelny, mławski, mazowieckie","53.1374","20.3258","call, female","//www.xeno-canto.org/358806/download","//creativecommons.org/licenses/by-nc-nd/4.0/","https://www.xeno-canto.org/358806","B","08:00","2017-03-10"
"1320","358804","Parus","major","","Great Tit","Piotr Szczypinski","Poland","Gmina Lipowiec Kościelny, Mława County, Masovian Voivodeship","53.1374","20.3205","alarm call","//www.xeno-canto.org/358804/download","//creativecommons.org/licenses/by-nc-nd/4.0/","https://www.xeno-canto.org/358804","B","07:00","2017-03-10"
"1321","358801","Parus","major","","Great Tit","Piotr Szczypinski","Poland","Gmina Lipowiec Kościelny, mławski, mazowieckie","53.1352","20.3168","song","//www.xeno-canto.org/358801/download","//creativecommons.org/licenses/by-nc-nd/4.0/","https://www.xeno-canto.org/358801","B","06:00","2017-03-10"
"1322","358728","Parus","major","","Great Tit","Annette Hamann","Germany","Brandenburg (near  Zehdenick), Brandenburg","52.9792","13.3379","call","//www.xeno-canto.org/358728/download","//creativecommons.org/licenses/by-nc-sa/4.0/","https://www.xeno-canto.org/358728","B","16:00","2017-03-11"
"1323","358228","Parus","major","","Great Tit","Piotr Szczypinski","Poland","Gmina Lipowiec Kościelny, mławski, mazowieckie","53.1388","20.3225","call","//www.xeno-canto.org/358228/download","//creativecommons.org/licenses/by-nc-nd/4.0/","https://www.xeno-canto.org/358228","B","11:30","2017-03-06"
"1324","358138","Parus","major","","Great Tit","Piotr Szczypinski","Poland","Gmina Lipowiec Kościelny, mławski, mazowieckie","53.1388","20.3273","male, song","//www.xeno-canto.org/358138/download","//creativecommons.org/licenses/by-nc-nd/4.0/","https://www.xeno-canto.org/358138","B","10:30","2017-03-06"
"1325","358137","Parus","major","","Great Tit","Piotr Szczypinski","Poland","Gmina Lipowiec Kościelny, mławski, mazowieckie","53.1388","20.3273","male, song","//www.xeno-canto.org/358137/download","//creativecommons.org/licenses/by-nc-nd/4.0/","https://www.xeno-canto.org/358137","B","10:30","2017-03-06"
"1326","358003","Parus","major","","Great Tit","Marco Preziosi","Italy","San Marco dei Cavoti, Benevento, Campania","41.3275","14.8728","male, song","//www.xeno-canto.org/358003/download","//creativecommons.org/licenses/by-nc-sa/4.0/","https://www.xeno-canto.org/358003","B","09:00","2017-03-03"
"1327","357852","Parus","major","","Great Tit","Frank Holzapfel","Germany","Naturpark Stromberg-Heuchelberg, Baden-Württemberg","49.0103","9.0333","alarm call, male","//www.xeno-canto.org/357852/download","//creativecommons.org/licenses/by-nc-nd/4.0/","https://www.xeno-canto.org/357852","B","16:05","2017-03-02"
"1328","357792","Parus","major","major","Great Tit","Cedric Mroczko","France","Montirat, Tarn, Occitanie","44.1735","2.0665","alarm call","//www.xeno-canto.org/357792/download","//creativecommons.org/licenses/by-nc-sa/4.0/","https://www.xeno-canto.org/357792","B","18:30","2017-02-25"
"1329","357695","Parus","major","","Great Tit","Piotr Szczypinski","Poland","Mława, mławski, mazowieckie","53.1159","20.3574","call","//www.xeno-canto.org/357695/download","//creativecommons.org/licenses/by-nc-nd/4.0/","https://www.xeno-canto.org/357695","B","10:00","2017-03-03"
"1330","357584","Parus","major","","Great Tit","Piotr Szczypinski","Poland","Gmina Lipowiec Kościelny (near  Lewiczyn), mławski, mazowieckie","53.1348","20.2611","male, song","//www.xeno-canto.org/357584/download","//creativecommons.org/licenses/by-nc-nd/4.0/","https://www.xeno-canto.org/357584","B","13:00","2017-03-01"
"1331","357583","Parus","major","","Great Tit","Piotr Szczypinski","Poland","Gmina Lipowiec Kościelny (near  Lewiczyn), mławski, mazowieckie","53.1348","20.2611","alarm call, call, male","//www.xeno-canto.org/357583/download","//creativecommons.org/licenses/by-nc-nd/4.0/","https://www.xeno-canto.org/357583","B","12:30","2017-03-01"
"1332","357477","Parus","major","major","Great Tit","Ruslan Mazuryk","Ukraine","Toky, Pidvolochys'kyi district, Ternopil's'ka oblast","49.634","26.2213","call, male","//www.xeno-canto.org/357477/download","//creativecommons.org/licenses/by-nc-sa/4.0/","https://www.xeno-canto.org/357477","B","09:17","2017-03-02"
"1333","357386","Parus","major","major","Great Tit","Manuel Schweizer","Switzerland","Golaten, Laupen, Bern","46.988","7.2535","call","//www.xeno-canto.org/357386/download","//creativecommons.org/licenses/by-nc-sa/4.0/","https://www.xeno-canto.org/357386","B","09:00","2017-02-25"
"1334","357333","Parus","major","","Great Tit","Sonnenburg","Germany","Brandenburg (near  Heidesee), Brandenburg","52.3051","13.7534","call","//www.xeno-canto.org/357333/download","//creativecommons.org/licenses/by-nc-sa/4.0/","https://www.xeno-canto.org/357333","B","08:35","2017-03-01"
"1335","357254","Parus","major","","Great Tit","Frank Holzapfel","Germany","Baden-Württemberg (near  Eberdingen), Stuttgart, Baden-Württemberg","48.8776","8.9875","call, male","//www.xeno-canto.org/357254/download","//creativecommons.org/licenses/by-nc-nd/4.0/","https://www.xeno-canto.org/357254","B","09:55","2017-02-26"
"1336","357247","Parus","major","major","Great Tit","Cedric Mroczko","France","Montirat, Tarn, Occitanie","44.1633","2.0841","alarm call","//www.xeno-canto.org/357247/download","//creativecommons.org/licenses/by-nc-sa/4.0/","https://www.xeno-canto.org/357247","B","17:25","2017-02-25"
"1337","357240","Parus","major","major","Great Tit","Cedric Mroczko","France","Montirat, Tarn, Occitanie","44.1633","2.0841","alarm call","//www.xeno-canto.org/357240/download","//creativecommons.org/licenses/by-nc-sa/4.0/","https://www.xeno-canto.org/357240","B","17:25","2017-02-25"
"1338","357217","Parus","major","","Great Tit","Piotr Szczypinski","Poland","Gmina Lipowiec Kościelny, mławski, mazowieckie","53.1352","20.3162","call","//www.xeno-canto.org/357217/download","//creativecommons.org/licenses/by-nc-nd/4.0/","https://www.xeno-canto.org/357217","B","09:30","2017-02-26"
"1339","357206","Parus","major","","Great Tit","Piotr Szczypinski","Poland","Gmina Lipowiec Kościelny (near  Cegielnia Lewicka), mławski, mazowieckie","53.1343","20.3178","call, female","//www.xeno-canto.org/357206/download","//creativecommons.org/licenses/by-nc-nd/4.0/","https://www.xeno-canto.org/357206","B","09:00","2017-02-26"
"1340","356955","Parus","major","","Great Tit","brickegickel","Germany","Karlsruhe (near  Eggenstein-Leopoldshafen), Karlsruhe, Baden-Württemberg","49.0764","8.3483","call","//www.xeno-canto.org/356955/download","//creativecommons.org/licenses/by-nc-sa/4.0/","https://www.xeno-canto.org/356955","B","16:00","2017-02-25"
